Tiempo desde erupcion (d);Magnitud;error (mag);Banda
0,01975;6,943;0,008;R
0,05163;6,925;0,01;R
0,11402;6,735;0,012;R
0,11537;6,757;0,023;R
0,15051;6,686;0,013;R
0,15186;6,697;0,017;R
0,16852;6,627;0,046;R
0,16986;6,658;0,022;R
0,86919;6,407;0,004;R
1,53514;6,566;0,006;R
1,535545;6,566;0,006;R
1,535939;6,525;0,007;R
1,536332;6,535;0,007;R
1,536737;6,467;0,008;R
1,537142;6,552;0,008;R
1,537547;6,56;0,007;R
1,537953;6,562;0,006;R
1,538358;6,566;0,006;R
1,538763;6,531;0,006;R
1,539168;6,619;0,006;R
1,539573;6,528;0,006;R
1,53999;6,573;0,007;R
1,540395;6,565;0,007;R
1,5408;6,545;0,006;R
1,541205;6,569;0,006;R
1,54161;6,571;0,006;R
1,542015;6,557;0,006;R
1,54242;6,554;0,006;R
1,542837;6,564;0,006;R
1,543242;6,418;0,007;R
1,543647;6,493;0,008;R
1,544052;6,574;0,006;R
1,544469;6,49;0,006;R
1,544874;6,47;0,007;R
1,545684;6,583;0,007;R
1,546078;6,561;0,006;R
1,546483;6,575;0,006;R
1,546899;6,577;0,006;R
1,547316;6,573;0,006;R
1,547733;6,561;0,006;R
1,548728;6,577;0,006;R
1,549133;6,555;0,006;R
1,549527;6,549;0,006;R
1,54992;6,567;0,006;R
1,550302;6,574;0,006;R
1,550696;6,545;0,006;R
1,551112;6,546;0,006;R
1,551517;6,539;0,006;R
1,551922;6,549;0,006;R
1,552328;6,492;0,006;R
1,552733;6,595;0,006;R
1,553138;6,584;0,006;R
1,553531;6,591;0,006;R
1,553936;6,575;0,006;R
1,554341;6,581;0,006;R
1,554746;6,518;0,006;R
1,55514;6,562;0,006;R
1,555545;6,652;0,006;R
1,55595;6,585;0,006;R
1,556355;6,575;0,007;R
1,55676;6,522;0,006;R
1,557165;6,575;0,006;R
1,557571;6,562;0,006;R
1,557976;6,577;0,006;R
1,558369;6,584;0,006;R
1,558763;6,549;0,006;R
1,559168;6,561;0,006;R
1,559573;6,595;0,006;R
1,559978;6,547;0,006;R
1,560383;6,558;0,006;R
1,560777;6,572;0,006;R
1,561182;6,553;0,006;R
1,561587;6,571;0,006;R
1,561992;6,538;0,006;R
1,562397;6,548;0,006;R
1,562802;6,545;0,006;R
1,563207;6,586;0,006;R
1,563601;6,566;0,006;R
1,564006;6,583;0,006;R
1,564411;6,592;0,006;R
1,564804;6,618;0,006;R
1,565209;6,567;0,006;R
1,565603;6,618;0,006;R
1,566008;6,596;0,006;R
1,566413;6,684;0,006;R
1,566807;6,638;0,006;R
1,567212;6,643;0,006;R
1,567617;6,568;0,006;R
1,56801;6,564;0,006;R
1,568415;6,621;0,006;R
1,568821;6,607;0,006;R
1,569214;6,574;0,006;R
1,569619;6,603;0,006;R
1,570013;6,581;0,006;R
1,570406;6,568;0,006;R
1,5708;6,585;0,006;R
1,571205;6,598;0,006;R
1,57161;6,574;0,006;R
1,572015;6,598;0,006;R
1,572409;6,595;0,006;R
1,572814;6,635;0,006;R
1,573207;6,63;0,006;R
1,573624;6,653;0,006;R
1,574017;6,572;0,006;R
1,574411;6,612;0,006;R
1,574804;6,618;0,006;R
1,575209;6,553;0,006;R
1,575603;6,566;0,006;R
1,576008;6,568;0,006;R
1,576402;6,573;0,006;R
1,576784;6,58;0,006;R
1,577189;6,575;0,006;R
1,577571;6,611;0,006;R
1,577964;6,616;0,006;R
1,578369;6,611;0,006;R
1,578763;6,572;0,006;R
1,579168;6,625;0,006;R
1,579561;6,591;0,006;R
1,579955;6,63;0,006;R
1,58036;6,605;0,006;R
1,580753;6,553;0,006;R
1,581159;6,675;0,006;R
1,581552;6,567;0,006;R
1,5822;6,56;0,006;R
1,582594;6,577;0,006;R
1,582987;6,596;0,006;R
1,583381;6,581;0,006;R
1,583763;6,619;0,006;R
1,584156;6,584;0,006;R
1,584561;6,569;0,006;R
1,584955;6,593;0,006;R
1,585337;6,579;0,006;R
1,58573;6,598;0,006;R
1,586112;6,581;0,006;R
1,586506;6,564;0,006;R
1,586899;6,586;0,006;R
1,587293;6,568;0,006;R
1,587686;6,576;0,006;R
1,588068;6,573;0,006;R
1,58845;6,598;0,006;R
1,588832;6,625;0,006;R
1,589214;6,633;0,006;R
1,589608;6,617;0,006;R
1,590001;6,661;0,006;R
1,590395;6,628;0,006;R
1,590777;6,652;0,006;R
1,591159;6,66;0,006;R
1,591552;6,6;0,006;R
1,591946;6,67;0,006;R
1,592339;6,641;0,006;R
1,592733;6,636;0,006;R
1,593115;6,585;0,006;R
1,599104;6,553;0,008;R
1,599498;6,57;0,008;R
1,59988;6,558;0,008;R
1,600262;6,566;0,008;R
1,600632;6,581;0,008;R
1,600991;6,548;0,008;R
1,601373;6,563;0,008;R
1,601743;6,554;0,008;R
1,602113;6,569;0,008;R
1,602472;6,572;0,008;R
1,602843;6,579;0,008;R
1,603213;6,581;0,008;R
1,603572;6,56;0,008;R
1,603942;6,561;0,008;R
1,604301;6,556;0,008;R
1,604683;6,567;0,008;R
1,605053;6,566;0,008;R
1,605424;6,594;0,008;R
1,605806;6,564;0,008;R
1,606187;6,593;0,008;R
1,606546;6,573;0,008;R
1,606928;6,584;0,008;R
1,60731;6,595;0,008;R
1,607681;6,569;0,008;R
1,608062;6,604;0,008;R
1,608433;6,542;0,008;R
1,608815;6,587;0,008;R
1,609174;6,567;0,008;R
1,609556;6,601;0,008;R
1,609903;6,587;0,008;R
1,610285;6,648;0,008;R
1,610655;6,59;0,008;R
1,611025;6,595;0,008;R
1,611384;6,588;0,008;R
1,611766;6,551;0,008;R
1,612148;6,593;0,008;R
1,61253;6,624;0,008;R
1,613282;6,588;0,008;R
1,613653;6,579;0,008;R
1,614023;6,59;0,008;R
1,614405;6,578;0,008;R
1,614775;6,586;0,008;R
1,615146;6,605;0,008;R
1,615528;6,593;0,008;R
1,61591;6,565;0,008;R
1,616268;6,587;0,008;R
1,616639;6,607;0,008;R
1,617009;6,587;0,008;R
1,61738;6,565;0,008;R
1,61775;6,586;0,008;R
1,61812;6,586;0,008;R
1,618491;6,611;0,008;R
1,618861;6,583;0,008;R
1,619231;6,586;0,008;R
1,619602;6,586;0,008;R
1,619972;6,601;0,008;R
1,620343;6,592;0,008;R
1,620713;6,579;0,008;R
1,621083;6,637;0,008;R
1,621454;6,608;0,008;R
1,621824;6,552;0,008;R
1,622194;6,637;0,009;R
1,622576;6,667;0,008;R
1,622935;6,648;0,008;R
1,623294;6,587;0,008;R
1,623676;6,603;0,008;R
1,624035;6,602;0,008;R
1,624405;6,599;0,008;R
1,624787;6,593;0,008;R
1,625157;6,601;0,008;R
1,625528;6,603;0,008;R
1,62591;6,597;0,008;R
1,626268;6,63;0,008;R
1,62665;6,588;0,008;R
1,627009;6,607;0,008;R
1,627391;6,591;0,008;R
1,62775;6,616;0,008;R
1,62812;6,616;0,008;R
1,628514;6,603;0,008;R
1,628873;6,598;0,008;R
1,629243;6,609;0,008;R
1,629625;6,592;0,008;R
1,629995;6,611;0,008;R
1,630366;6,605;0,008;R
1,630736;6,574;0,008;R
1,631095;6,597;0,008;R
1,631477;6,592;0,008;R
1,631836;6,612;0,008;R
1,632218;6,637;0,008;R
1,632576;6,591;0,008;R
1,632947;6,612;0,008;R
1,633329;6,611;0,008;R
1,633699;6,65;0,008;R
1,634081;6,609;0,008;R
1,63444;6,609;0,008;R
1,634822;6,599;0,008;R
1,635204;6,582;0,008;R
1,635586;6,619;0,008;R
1,635944;6,594;0,008;R
1,636315;6,581;0,008;R
1,636708;6,632;0,008;R
1,637102;6,627;0,008;R
1,637484;6,633;0,008;R
1,637877;6,614;0,008;R
1,638259;6,615;0,008;R
1,638653;6,616;0,008;R
1,639035;6,655;0,008;R
1,639428;6,609;0,008;R
1,63981;6,606;0,008;R
1,640192;6,624;0,008;R
1,640574;6,631;0,008;R
1,640956;6,604;0,008;R
1,641349;6,616;0,008;R
1,641731;6,601;0,008;R
1,642113;6,525;0,008;R
1,642495;6,664;0,008;R
1,642889;6,656;0,008;R
1,643271;6,637;0,008;R
1,643653;6,61;0,008;R
1,644046;6,618;0,008;R
1,64444;6,582;0,008;R
1,644822;6,681;0,008;R
1,645215;6,635;0,008;R
1,645597;6,629;0,008;R
1,645991;6,625;0,008;R
1,646384;6,615;0,008;R
1,646789;6,628;0,008;R
1,647171;6,614;0,008;R
1,64753;6,629;0,008;R
1,647912;6,617;0,008;R
1,648282;6,653;0,008;R
1,648664;6,662;0,008;R
1,649046;6,627;0,008;R
1,649428;6,629;0,008;R
1,649799;6,627;0,009;R
1,650192;6,645;0,008;R
1,650574;6,633;0,008;R
1,650968;6,615;0,008;R
1,651349;6,626;0,009;R
1,651731;6,701;0,008;R
1,65209;6,629;0,008;R
1,652472;6,679;0,008;R
1,652843;6,642;0,008;R
1,653236;6,663;0,008;R
1,653595;6,643;0,008;R
1,653977;6,647;0,008;R
1,654359;6,663;0,008;R
1,654741;6,62;0,008;R
1,655123;6,656;0,008;R
1,655516;6,636;0,008;R
1,65591;6,662;0,008;R
1,656268;6,657;0,008;R
1,65665;6,648;0,008;R
1,657032;6,673;0,008;R
1,657403;6,625;0,008;R
1,657773;6,65;0,008;R
1,658155;6,653;0,008;R
1,658537;6,647;0,008;R
1,658919;6,63;0,008;R
1,659289;6,669;0,008;R
1,659671;6,648;0,008;R
1,660042;6,658;0,008;R
1,660424;6,691;0,008;R
1,660794;6,679;0,008;R
1,661164;6,65;0,008;R
1,661546;6,668;0,008;R
1,661928;6,663;0,008;R
1,662299;6,667;0,008;R
1,662669;6,656;0,008;R
1,663051;6,663;0,008;R
1,663421;6,648;0,008;R
1,663803;6,656;0,008;R
1,664174;6,648;0,008;R
1,664556;6,658;0,008;R
1,664937;6,685;0,008;R
1,665308;6,678;0,008;R
1,665678;6,676;0,008;R
1,66606;6,654;0,008;R
1,666442;6,681;0,008;R
1,666824;6,674;0,008;R
1,667194;6,658;0,008;R
1,667565;6,639;0,008;R
1,667947;6,669;0,008;R
1,668329;6,655;0,008;R
1,668711;6,658;0,008;R
1,669081;6,665;0,008;R
1,669463;6,619;0,008;R
1,669845;6,658;0,008;R
1,670227;6,638;0,008;R
1,670609;6,647;0,008;R
1,671002;6,633;0,008;R
1,671373;6,671;0,008;R
1,671755;6,641;0,008;R
1,672137;6,65;0,008;R
1,672518;6,661;0,008;R
1,672912;6,658;0,008;R
1,673294;6,635;0,008;R
1,673676;6,664;0,008;R
1,674058;6,659;0,008;R
1,67444;6,657;0,008;R
1,674822;6,648;0,008;R
1,675204;6,64;0,008;R
1,675586;6,68;0,008;R
1,675968;6,644;0,008;R
1,676349;6,646;0,008;R
1,67672;6,648;0,008;R
1,677102;6,705;0,01;R
1,677484;6,613;0,011;R
1,677866;6,629;0,009;R
1,678248;6,65;0,008;R
1,678618;6,666;0,008;R
1,678988;6,639;0,008;R
1,679359;6,649;0,009;R
1,679729;6,674;0,008;R
1,680111;6,625;0,008;R
1,680493;6,668;0,011;R
1,92808;6,115;0,005;R
2,09035;6,666;0,008;R
2,506893;7,075;0,009;R
2,507264;7,002;0,01;R
2,507646;7,041;0,01;R
2,508016;7,001;0,01;R
2,508375;6,967;0,009;R
2,508745;7,009;0,01;R
2,509127;7;0,009;R
2,509498;7,016;0,01;R
2,509856;7,102;0,01;R
2,510227;7,022;0,01;R
2,510609;6,977;0,01;R
2,510979;7,058;0,01;R
2,511349;7,024;0,01;R
2,511731;7,029;0,01;R
2,512113;6,899;0,01;R
2,512495;7,089;0,009;R
2,512866;7,008;0,01;R
2,513248;7,056;0,01;R
2,513618;6,941;0,01;R
2,514;7,082;0,01;R
2,514359;7,047;0,01;R
2,514729;6,961;0,01;R
2,515111;7,121;0,01;R
2,51547;7,064;0,01;R
2,515852;7,097;0,01;R
2,516211;6,995;0,01;R
2,516581;7,038;0,01;R
2,517333;7,07;0,011;R
2,517715;6,987;0,01;R
2,518086;7,104;0,011;R
2,518468;6,963;0,01;R
2,518849;7,065;0,01;R
2,51922;7,003;0,01;R
2,519602;7,139;0,01;R
2,519972;7,051;0,01;R
2,520354;7,064;0,01;R
2,520724;7,026;0,009;R
2,521106;7,036;0,01;R
2,521477;6,96;0,01;R
2,521859;7,046;0,01;R
2,522229;6,864;0,011;R
2,522611;7,021;0,01;R
2,522993;7,07;0,01;R
2,523363;6,946;0,01;R
2,523734;7,003;0,01;R
2,524104;6,95;0,01;R
2,524486;7,036;0,009;R
2,524856;7,038;0,009;R
2,525215;6,952;0,01;R
2,525597;7,047;0,01;R
2,525956;6,993;0,01;R
2,526338;7,103;0,009;R
2,52672;7,075;0,009;R
2,52709;7,014;0,01;R
2,527472;7,09;0,009;R
2,527843;7,104;0,01;R
2,528224;6,948;0,01;R
2,528595;7,089;0,01;R
2,528977;7,094;0,009;R
2,529359;7,092;0,01;R
2,529729;7,021;0,009;R
2,530111;7,062;0,009;R
2,53047;7,041;0,009;R
2,530852;7,096;0,009;R
2,531234;7,076;0,009;R
2,531593;7,02;0,009;R
2,531974;7,083;0,009;R
2,532356;7,032;0,009;R
2,532715;7,113;0,009;R
2,533097;7,104;0,009;R
2,533479;7,049;0,009;R
2,533838;7,085;0,009;R
2,53422;7,056;0,009;R
2,534602;7,046;0,009;R
2,534972;7,065;0,009;R
2,535343;7,019;0,009;R
2,535724;7,099;0,009;R
2,536095;7,127;0,009;R
2,536477;7,06;0,009;R
2,536859;7,108;0,009;R
2,537218;7,068;0,009;R
2,537599;7,082;0,009;R
2,537981;7,053;0,009;R
2,538363;7,06;0,009;R
2,538722;7,108;0,009;R
2,539104;7,065;0,009;R
2,539498;7,057;0,009;R
2,539868;7,031;0,009;R
2,540238;7,124;0,009;R
2,54062;7,073;0,009;R
2,540991;7,046;0,009;R
2,541373;7,073;0,009;R
2,541755;7,024;0,009;R
2,542125;7,086;0,009;R
2,542495;7,047;0,009;R
2,542877;7,091;0,009;R
2,543248;7,024;0,009;R
2,543618;7,133;0,009;R
2,544;6,986;0,009;R
2,544382;6,986;0,009;R
2,544752;7,1;0,009;R
2,545123;7,104;0,009;R
2,545505;7,169;0,009;R
2,545887;7,232;0,009;R
2,546268;7,108;0,009;R
2,54665;7,16;0,01;R
2,547021;7,121;0,009;R
2,547391;7,086;0,009;R
2,547773;7,086;0,009;R
2,548155;7,06;0,009;R
2,548525;7,078;0,009;R
2,548907;7,114;0,009;R
2,549289;7,058;0,009;R
2,549671;6,959;0,009;R
2,550053;6,994;0,009;R
2,550424;7,136;0,009;R
2,550806;7,022;0,009;R
2,551176;7,101;0,009;R
2,551558;7,123;0,008;R
2,55194;7,144;0,009;R
2,55231;7,065;0,009;R
2,552681;6,978;0,009;R
2,553051;7,18;0,009;R
2,553433;6,93;0,009;R
2,553815;7,067;0,009;R
2,554197;7,081;0,009;R
2,554579;7,13;0,009;R
2,554961;7,032;0,009;R
2,555343;7,086;0,009;R
2,555724;7,101;0,008;R
2,556095;7,056;0,009;R
2,556488;7,074;0,009;R
2,55687;7,097;0,009;R
2,557241;7,101;0,009;R
2,557634;7,039;0,009;R
2,558016;7,096;0,009;R
2,558398;7,033;0,009;R
2,558768;7,049;0,009;R
2,55915;7,074;0,009;R
2,559532;7,091;0,009;R
2,559926;7,152;0,008;R
2,560308;7,087;0,009;R
2,56069;7,093;0,009;R
2,561072;7,085;0,009;R
2,561454;7,059;0,009;R
2,561836;7,104;0,009;R
2,562218;7,118;0,008;R
2,562588;7,023;0,009;R
2,562958;7,173;0,008;R
2,563329;7,025;0,009;R
2,563699;7,018;0,009;R
2,564069;7,193;0,008;R
2,56444;7,119;0,008;R
2,564822;7,095;0,009;R
2,565215;7,112;0,009;R
2,565597;7,093;0,009;R
2,565979;7,035;0,009;R
2,566361;7,149;0,009;R
2,566731;7,075;0,008;R
2,567102;7,036;0,009;R
2,567472;7,187;0,009;R
2,567854;7,043;0,009;R
2,568236;7,133;0,009;R
2,568618;7,165;0,009;R
2,569;7,222;0,009;R
2,56937;7,046;0,009;R
2,569741;7,079;0,009;R
2,570111;7,071;0,009;R
2,570505;7,128;0,009;R
2,570887;7,164;0,009;R
2,571268;7,161;0,008;R
2,57165;7,155;0,01;R
2,572021;7,232;0,009;R
2,572391;7,106;0,009;R
2,572762;7,019;0,011;R
2,573155;6,987;0,009;R
2,573537;7,03;0,009;R
2,573919;7,142;0,009;R
2,574289;7,112;0,009;R
2,574671;7,001;0,009;R
2,57547;7,054;0,009;R
2,575875;7,139;0,009;R
2,57628;7,126;0,009;R
2,576685;7,15;0,009;R
2,57709;7,122;0,008;R
2,577484;7,092;0,009;R
2,577877;7,087;0,009;R
2,578259;7,244;0,009;R
2,578664;7,094;0,009;R
2,579474;7,047;0,011;R
2,57988;7,086;0,009;R
2,580285;7,138;0,009;R
2,58069;7,183;0,009;R
2,581095;7,11;0,009;R
2,5815;7,081;0,009;R
2,581893;7,128;0,009;R
2,582287;7,112;0,009;R
2,582681;7,09;0,009;R
2,583086;7,089;0,009;R
2,583491;7,147;0,008;R
2,583896;7,105;0,008;R
2,584301;7,159;0,009;R
2,584706;7,13;0,009;R
2,585111;7,105;0,009;R
2,585528;7,05;0,009;R
2,585921;7,075;0,009;R
2,586315;7,097;0,009;R
2,586708;7,18;0,009;R
2,587102;7,169;0,008;R
2,587495;7,078;0,009;R
2,587889;7,115;0,009;R
2,588294;7,108;0,008;R
2,588699;7,152;0,009;R
2,589104;7,082;0,009;R
2,589521;7,087;0,009;R
2,589914;7,172;0,009;R
2,590319;7,072;0,009;R
2,590724;6,997;0,009;R
2,591141;7,131;0,008;R
2,591546;7,115;0,009;R
2,59194;6,98;0,009;R
2,592345;7,183;0,008;R
2,59275;7,179;0,009;R
2,593167;7,077;0,009;R
2,59356;7,116;0,009;R
2,593977;7,054;0,009;R
2,594382;7,163;0,009;R
2,594787;7,081;0,009;R
2,595204;7,133;0,009;R
2,595609;7,092;0,009;R
2,596002;7,108;0,009;R
2,596708;7,061;0,011;R
2,597113;7,12;0,011;R
2,597518;7,081;0,009;R
2,597935;7,135;0,01;R
2,598329;7,139;0,01;R
2,598745;7,176;0,009;R
2,59915;7,104;0,009;R
2,599567;7,143;0,009;R
2,599972;7,067;0,009;R
2,600389;7,124;0,01;R
2,600794;7,058;0,009;R
2,601211;7,046;0,01;R
2,602437;7,1;0,009;R
2,602843;7,084;0,009;R
2,603236;7,13;0,009;R
2,60363;7,111;0,009;R
2,604446;7,127;0,006;R
2,604851;7,089;0,006;R
2,605267;7,113;0,006;R
2,605684;7,196;0,006;R
2,606888;6,997;0,007;R
2,607304;7,085;0,006;R
2,607709;7,13;0,006;R
2,609191;7,078;0,006;R
2,609677;7,1;0,006;R
2,61014;7,129;0,006;R
2,610615;7,185;0,006;R
2,611089;7,169;0,006;R
2,611564;7,188;0,006;R
2,612027;7,114;0,006;R
2,612478;7,053;0,006;R
2,612953;7,125;0,006;R
2,613427;7,08;0,006;R
2,61389;7,177;0,006;R
2,614353;7,054;0,006;R
2,614828;7,144;0,006;R
2,61529;7,181;0,006;R
2,615765;7,138;0,006;R
2,61624;7,112;0,006;R
2,616714;7,206;0,006;R
2,617189;7,138;0,006;R
2,617675;7,035;0,006;R
2,618149;7,121;0,006;R
2,618612;7,191;0,006;R
2,619087;7,286;0,006;R
2,61955;7,125;0,006;R
2,620024;7,048;0,006;R
2,620487;7,12;0,006;R
2,620962;7,114;0,006;R
2,621425;7,116;0,006;R
2,621888;7,153;0,006;R
2,622351;7,112;0,006;R
2,622837;7,178;0,006;R
2,623311;7,092;0,006;R
2,623774;7,126;0,006;R
2,624249;7,148;0,006;R
2,624712;7,116;0,006;R
2,625175;7,118;0,006;R
2,625638;7,171;0,006;R
2,626101;7,097;0,006;R
2,626552;7,162;0,006;R
2,627015;7,146;0,006;R
2,627466;7,129;0,006;R
2,627918;7,079;0,006;R
2,628404;7,11;0,006;R
2,628867;7,114;0,006;R
2,629341;7,134;0,006;R
2,629804;7,081;0,006;R
2,630279;7,103;0,006;R
2,630742;7,193;0,006;R
2,631205;7,134;0,006;R
2,631668;7,129;0,006;R
2,632119;7,166;0,006;R
2,632571;7,16;0,006;R
2,633022;7,164;0,006;R
2,633485;7,176;0,006;R
2,633959;7,161;0,006;R
2,634434;7,128;0,006;R
2,634897;7,188;0,006;R
2,635348;7,15;0,006;R
2,635823;7,133;0,006;R
2,636286;7,15;0,006;R
2,636749;6,992;0,007;R
2,637223;7,161;0,006;R
2,637675;7,131;0,006;R
2,638149;7,141;0,006;R
2,638624;7,152;0,006;R
2,639087;7,158;0,006;R
2,639538;7,119;0,006;R
2,640001;7,163;0,006;R
2,640476;7,184;0,006;R
2,64095;7,139;0,006;R
2,641413;7,141;0,006;R
2,641888;7,076;0,006;R
2,642339;7,131;0,006;R
2,642814;7,123;0,006;R
2,643277;7,128;0,006;R
2,643751;7,163;0,006;R
2,644214;7,157;0,006;R
2,644689;7,138;0,006;R
2,645152;7,119;0,006;R
2,645603;7,233;0,006;R
2,646078;7,157;0,006;R
2,64654;7,107;0,006;R
2,646992;7,174;0,006;R
2,647466;7,173;0,006;R
2,647941;7,167;0,006;R
2,648404;7,186;0,006;R
2,648878;7,164;0,006;R
2,649341;7,156;0,006;R
2,649804;7,179;0,006;R
2,650279;7,175;0,006;R
2,650742;7,21;0,006;R
2,651205;7,162;0,006;R
2,651668;7,187;0,006;R
2,652131;7,177;0,006;R
2,652594;7,187;0,006;R
2,653057;7,18;0,006;R
2,653531;7,192;0,006;R
2,654006;7,158;0,006;R
2,654469;7,126;0,006;R
2,654955;7,196;0,006;R
2,655418;7,145;0,006;R
2,655881;7,143;0,006;R
2,656344;7,144;0,006;R
2,656807;7,18;0,006;R
2,657281;7,164;0,006;R
2,657744;7,154;0,006;R
2,658207;7,169;0,006;R
2,65867;7,183;0,006;R
2,659121;7,201;0,006;R
2,659596;7,183;0,006;R
2,660059;7,193;0,006;R
2,660534;7,171;0,006;R
2,660996;7,16;0,006;R
2,661459;7,168;0,006;R
2,661922;7,153;0,006;R
2,662397;7,144;0,006;R
2,66286;7,176;0,006;R
2,663323;7,178;0,006;R
2,663786;7,145;0,006;R
2,664249;7,135;0,006;R
2,664712;7,198;0,006;R
2,665175;7,137;0,006;R
2,665638;7,208;0,006;R
2,666089;7,157;0,006;R
2,666564;7,201;0,006;R
2,667038;7,173;0,006;R
2,667501;7,149;0,006;R
2,667964;7,179;0,006;R
2,668427;7,163;0,006;R
2,66889;7,075;0,006;R
2,669353;7,138;0,006;R
2,669828;7,137;0,006;R
2,67029;7,164;0,006;R
2,670765;7,185;0,006;R
2,671228;7,16;0,006;R
2,671703;7,169;0,006;R
2,672165;7,15;0,006;R
2,672628;7,156;0,006;R
2,673091;7,17;0,006;R
2,673566;7,092;0,006;R
2,674052;7,189;0,006;R
2,674527;7,146;0,006;R
2,675001;7,138;0,006;R
2,675464;7,232;0,006;R
2,675939;7,066;0,006;R
2,676402;7,136;0,006;R
2,676876;7,151;0,006;R
2,677339;7,164;0,006;R
2,677802;7,198;0,006;R
2,67816;7,06;0,02;R
2,678277;7,166;0,006;R
2,67874;7,18;0,006;R
2,679214;7,164;0,006;R
2,679677;7,168;0,006;R
2,68014;7,219;0,006;R
2,680603;7,122;0,006;R
2,681066;7,228;0,006;R
2,68154;7,216;0,006;R
2,682015;7,123;0,006;R
2,68249;7,164;0,006;R
2,682964;7,168;0,006;R
2,683427;7,125;0,006;R
2,683902;7,108;0,006;R
2,684365;7,134;0,006;R
2,684839;7,14;0,006;R
2,685302;7,204;0,006;R
2,685777;7,153;0,006;R
2,686251;7,149;0,006;R
2,686726;7,13;0,007;R
2,687189;7,126;0,006;R
3,09095;7,194;0,003;R
3,593959;7,206;0,006;R
3,594422;7,248;0,006;R
3,594897;7,24;0,006;R
3,59536;7,251;0,006;R
3,595823;7,25;0,006;R
3,596297;7,273;0,006;R
3,596784;7,269;0,006;R
3,597246;7,262;0,006;R
3,597721;7,279;0,006;R
3,598184;7,243;0,006;R
3,598659;7,265;0,006;R
3,599121;7,257;0,006;R
3,599596;7,27;0,006;R
3,600071;7,266;0,005;R
3,600534;7,244;0,006;R
3,601008;7,254;0,006;R
3,601471;7,263;0,006;R
3,601946;7,285;0,005;R
3,60242;7,253;0,006;R
3,602883;7,261;0,006;R
3,603358;7,275;0,006;R
3,603844;7,268;0,005;R
3,604307;7,26;0,006;R
3,60477;7,271;0,005;R
3,605244;7,29;0,006;R
3,605719;7,285;0,005;R
3,606193;7,279;0,006;R
3,606656;7,268;0,006;R
3,607119;7,289;0,005;R
3,607594;7,278;0,006;R
3,608068;7,277;0,005;R
3,608543;7,282;0,006;R
3,609017;7,288;0,006;R
3,609492;7,296;0,006;R
3,609966;7,29;0,006;R
3,610441;7,293;0,005;R
3,610915;7,274;0,006;R
3,611378;7,313;0,006;R
3,611853;7,288;0,005;R
3,612328;7,295;0,005;R
3,612802;7,323;0,005;R
3,613288;7,307;0,006;R
3,613774;7,292;0,006;R
3,61426;7,296;0,006;R
3,6146;6,722;0,015;R
3,614735;7,295;0,006;R
3,615221;7,306;0,006;R
3,615696;7,32;0,006;R
3,61617;7,31;0,006;R
3,616668;7,31;0,005;R
3,617142;7,3;0,006;R
3,617617;7,299;0,005;R
3,618115;7,315;0,005;R
3,618589;7,311;0,005;R
3,619064;7,302;0,006;R
3,619538;7,323;0,005;R
3,620013;7,3;0,005;R
3,620487;7,304;0,005;R
3,620973;7,306;0,006;R
3,621459;7,314;0,005;R
3,621957;7,301;0,006;R
3,622443;7,33;0,006;R
3,622929;7,306;0,006;R
3,623415;7,317;0,005;R
3,623902;7,324;0,005;R
3,624376;7,32;0,005;R
3,624851;7,308;0,005;R
3,625337;7,298;0,006;R
3,625811;7,335;0,005;R
3,626297;7,326;0,006;R
3,626795;7,324;0,005;R
3,627281;7,345;0,006;R
3,627767;7,337;0,005;R
3,628253;7,336;0,006;R
3,62874;7,33;0,006;R
3,629226;7,358;0,005;R
3,629712;7,349;0,006;R
3,630198;7,312;0,006;R
3,630684;7,328;0,006;R
3,631159;7,339;0,006;R
3,631645;7,335;0,006;R
3,632131;7,318;0,006;R
3,632617;7,325;0,006;R
3,633103;7,343;0,006;R
3,633589;7,352;0,006;R
3,634075;7,339;0,006;R
3,634561;7,329;0,006;R
3,635047;7,326;0,006;R
3,635534;7,326;0,006;R
3,63602;7,336;0,006;R
3,636506;7,347;0,006;R
3,636992;7,307;0,006;R
3,637466;7,363;0,006;R
3,637953;7,339;0,006;R
3,638439;7,335;0,006;R
3,638925;7,329;0,006;R
3,639422;7,337;0,005;R
3,639897;7,34;0,006;R
3,640383;7,318;0,006;R
3,640869;7,346;0,006;R
3,641367;7,353;0,006;R
3,641841;7,353;0,006;R
3,642328;7,374;0,006;R
3,642814;7,32;0,006;R
3,6433;7,345;0,006;R
3,643786;7,332;0,006;R
3,644272;7,33;0,006;R
3,644758;7,326;0,006;R
3,645233;7,347;0,006;R
3,645719;7,375;0,006;R
3,646205;7,343;0,006;R
3,646703;7,346;0,006;R
3,647177;7,349;0,006;R
3,647675;7,341;0,006;R
3,648172;7,324;0,006;R
3,648659;7,344;0,006;R
3,649156;7,338;0,006;R
3,649642;7,382;0,006;R
3,65014;7,343;0,006;R
3,650626;7,329;0,006;R
3,651112;7,337;0,006;R
3,65161;7,353;0,006;R
3,652084;7,345;0,006;R
3,652582;7,354;0,006;R
3,653057;7,353;0,006;R
3,653543;7,379;0,006;R
3,65404;7,349;0,006;R
3,654515;7,339;0,006;R
3,655013;7,356;0,006;R
3,655487;7,349;0,006;R
3,655985;7,37;0,006;R
3,656459;7,343;0,006;R
3,656957;7,348;0,006;R
3,657432;7,355;0,006;R
3,657929;7,326;0,006;R
3,658415;7,366;0,006;R
3,658902;7,355;0,006;R
