Tiempo desde erupcion (d);Magnitud;error (mag);Banda
0,01516;8,475;0,001;B
0,01909;8,482;0,001;B
0,05097;8,496;0,001;B
0,11338;8,349;0,001;B
0,11471;8,336;0,001;B
0,14889;8,191;0,001;B
0,1512;8,193;0,001;B
0,16788;8,206;0,001;B
0,16921;8,19;0,001;B
0,86788;8,01;0,007;B
1,535447;8,416;0,009;B
1,536245;8,415;0,009;B
1,536639;8,414;0,01;B
1,537449;8,426;0,009;B
1,537854;8,42;0,009;B
1,538259;8,418;0,008;B
1,538664;8,411;0,008;B
1,539069;8,419;0,009;B
1,539474;8,405;0,009;B
1,539891;8,479;0,009;B
1,540296;8,458;0,01;B
1,540701;8,413;0,009;B
1,541106;8,437;0,008;B
1,541512;8,46;0,008;B
1,541917;8,432;0,008;B
1,542322;8,424;0,008;B
1,542727;8,404;0,008;B
1,543143;8,395;0,009;B
1,543549;8,423;0,01;B
1,54437;8,445;0,008;B
1,545979;8,445;0,008;B
1,546384;8,434;0,008;B
1,546801;8,427;0,008;B
1,547218;8,434;0,008;B
1,547634;8,433;0,008;B
1,54863;8,441;0,008;B
1,549035;8,447;0,008;B
1,549428;8,394;0,008;B
1,549822;8,422;0,008;B
1,550192;8,431;0,008;B
1,550597;8,423;0,008;B
1,551002;8,419;0,008;B
1,551407;8,421;0,008;B
1,551812;8,419;0,008;B
1,552229;8,424;0,008;B
1,552634;8,483;0,008;B
1,553039;8,451;0,009;B
1,553433;8,428;0,01;B
1,553838;8,427;0,008;B
1,554243;8,441;0,008;B
1,554648;8,391;0,009;B
1,555042;8,415;0,009;B
1,555435;8,499;0,009;B
1,55584;8,446;0,009;B
1,556257;8,425;0,009;B
1,556662;8,44;0,009;B
1,557056;8,426;0,008;B
1,557461;8,412;0,008;B
1,557877;8,412;0,008;B
1,558271;8,419;0,008;B
1,558664;8,427;0,008;B
1,559058;8,422;0,008;B
1,559463;8,432;0,008;B
1,55988;8,424;0,008;B
1,560285;8,419;0,008;B
1,560678;8,417;0,008;B
1,561072;8,422;0,008;B
1,561477;8,428;0,008;B
1,561893;8,423;0,008;B
1,562299;8,453;0,008;B
1,562704;8,437;0,008;B
1,563109;8,437;0,008;B
1,563502;8,414;0,008;B
1,563896;8,416;0,008;B
1,564301;8,43;0,008;B
1,564706;8,434;0,008;B
1,565111;8,409;0,008;B
1,565505;8,427;0,008;B
1,565898;8,433;0,008;B
1,566315;8,434;0,008;B
1,566708;8,435;0,008;B
1,567113;8,415;0,008;B
1,567507;8,435;0,008;B
1,5679;8,44;0,008;B
1,568317;8,436;0,008;B
1,568722;8,431;0,008;B
1,569104;8,42;0,008;B
1,569521;8,42;0,008;B
1,569914;8,398;0,008;B
1,570296;8,42;0,008;B
1,57069;8,423;0,008;B
1,571106;8,417;0,008;B
1,571512;8,416;0,008;B
1,571905;8,412;0,008;B
1,572299;8,422;0,008;B
1,572715;8,413;0,008;B
1,573109;8,445;0,008;B
1,573525;8,427;0,008;B
1,573919;8,418;0,008;B
1,574312;8,412;0,008;B
1,574706;8,415;0,008;B
1,575099;8,408;0,008;B
1,575505;8,432;0,008;B
1,575898;8,418;0,008;B
1,576303;8,428;0,008;B
1,576685;8,428;0,008;B
1,577079;8,424;0,008;B
1,577472;8,404;0,008;B
1,577866;8,412;0,008;B
1,578259;8,419;0,008;B
1,578664;8,411;0,008;B
1,599006;8,442;0,006;B
1,599399;8,435;0,006;B
1,599781;8,43;0,006;B
1,600163;8,437;0,006;B
1,600534;8,425;0,006;B
1,600904;8,437;0,006;B
1,601274;8,449;0,006;B
1,601645;8,436;0,006;B
1,602015;8,433;0,006;B
1,602374;8,45;0,006;B
1,602744;8,445;0,006;B
1,603115;8,441;0,006;B
1,603473;8,449;0,006;B
1,603844;8,452;0,006;B
1,604203;8,445;0,006;B
1,604584;8,437;0,006;B
1,604955;8,453;0,006;B
1,605325;8,462;0,006;B
1,605707;8,446;0,006;B
1,606089;8,438;0,006;B
1,606448;8,456;0,006;B
1,60683;8,463;0,006;B
1,607212;8,442;0,006;B
1,607582;8,452;0,006;B
1,607964;8,468;0,006;B
1,608334;8,441;0,006;B
1,608716;8,45;0,006;B
1,609075;8,444;0,006;B
1,609446;8,449;0,006;B
1,609816;8,455;0,006;B
1,610186;8,453;0,006;B
1,610557;8,453;0,006;B
1,610927;8,452;0,006;B
1,611286;8,451;0,006;B
1,611668;8,44;0,006;B
1,61205;8,453;0,006;B
1,613554;8,464;0,006;B
1,613925;8,46;0,006;B
1,614295;8,465;0,006;B
1,614677;8,457;0,006;B
1,615047;8,454;0,006;B
1,615429;8,452;0,006;B
1,6158;8,447;0,006;B
1,61617;8,457;0,006;B
1,61654;8,464;0,006;B
1,616911;8,467;0,006;B
1,617281;8,454;0,006;B
1,617652;8,473;0,006;B
1,618022;8,46;0,006;B
1,618392;8,469;0,006;B
1,618763;8,459;0,006;B
1,619133;8,453;0,006;B
1,619503;8,457;0,006;B
1,619874;8,447;0,006;B
1,620244;8,469;0,006;B
1,620615;8,474;0,006;B
1,620985;8,419;0,006;B
1,621355;8,484;0,006;B
1,622096;8,443;0,006;B
1,622478;8,444;0,007;B
1,622837;8,457;0,006;B
1,623196;8,469;0,006;B
1,623578;8,437;0,006;B
1,623936;8,464;0,006;B
1,624307;8,465;0,006;B
1,624689;8,468;0,006;B
1,625059;8,473;0,006;B
1,625429;8,469;0,006;B
1,625811;8,467;0,006;B
1,62617;8,478;0,006;B
1,626552;8,451;0,006;B
1,626911;8,466;0,006;B
1,627281;8,469;0,006;B
1,627652;8,474;0,006;B
1,628022;8,449;0,006;B
1,628415;8,459;0,006;B
1,628774;8,48;0,006;B
1,629145;8,467;0,006;B
1,629527;8,467;0,006;B
1,629897;8,457;0,006;B
1,630267;8,472;0,006;B
1,630638;8,462;0,006;B
1,630996;8,474;0,006;B
1,631367;8,469;0,006;B
1,631737;8,453;0,006;B
1,632108;8,461;0,006;B
1,632478;8,473;0,006;B
1,632848;8,479;0,006;B
1,63323;8,479;0,006;B
1,633601;8,476;0,006;B
1,633971;8,454;0,006;B
1,634341;8,485;0,006;B
1,634723;8,467;0,006;B
1,635105;8,465;0,006;B
1,635487;8,476;0,006;B
1,635846;8,483;0,006;B
1,636216;8,472;0,006;B
1,63661;8,493;0,006;B
1,636992;8,486;0,006;B
1,637385;8,478;0,006;B
1,637767;8,471;0,006;B
1,638161;8,474;0,006;B
1,638543;8,478;0,006;B
1,638936;8,481;0,006;B
1,639318;8,492;0,006;B
1,639712;8,48;0,006;B
1,640082;8,48;0,006;B
1,640476;8,47;0,006;B
1,640858;8,482;0,006;B
1,64124;8,477;0,006;B
1,641633;8,479;0,006;B
1,642003;8,516;0,006;B
1,642779;8,48;0,006;B
1,643172;8,496;0,006;B
1,643543;8,475;0,006;B
1,643936;8,486;0,006;B
1,644341;8,5;0,006;B
1,644712;8,463;0,006;B
1,645105;8,488;0,006;B
1,645487;8,472;0,006;B
1,645892;8,488;0,006;B
1,646286;8,49;0,006;B
1,646679;8,501;0,006;B
1,647073;8,467;0,006;B
1,647432;8,498;0,006;B
1,647814;8,485;0,006;B
1,648184;8,513;0,006;B
1,648566;8,51;0,006;B
1,648948;8,497;0,006;B
1,649318;8,476;0,006;B
1,6497;8,519;0,008;B
1,650094;8,509;0,006;B
1,650476;8,488;0,006;B
1,650869;8,504;0,007;B
1,651633;8,477;0,007;B
1,651992;8,547;0,007;B
1,652374;8,5;0,006;B
1,652744;8,499;0,006;B
1,653138;8,492;0,006;B
1,653496;8,506;0,006;B
1,653878;8,498;0,006;B
1,65426;8,501;0,006;B
1,654631;8,509;0,006;B
1,655024;8,513;0,006;B
1,655418;8,522;0,006;B
1,655811;8,507;0,006;B
1,65617;8,511;0,006;B
1,656552;8,509;0,006;B
1,656934;8,507;0,006;B
1,657293;8,514;0,006;B
1,657675;8,531;0,006;B
1,658057;8,498;0,006;B
1,658439;8,5;0,006;B
1,658821;8,533;0,006;B
1,659179;8,507;0,006;B
1,659561;8,522;0,006;B
1,659943;8,529;0,006;B
1,660325;8,506;0,006;B
1,660684;8,523;0,006;B
1,661066;8,514;0,006;B
1,661448;8,527;0,006;B
1,66183;8,513;0,006;B
1,662189;8,524;0,006;B
1,662571;8,522;0,006;B
1,662953;8,526;0,006;B
1,663323;8,537;0,006;B
1,663693;8,527;0,006;B
1,664075;8,538;0,006;B
1,664457;8,535;0,006;B
1,664839;8,539;0,006;B
1,665198;8,53;0,006;B
1,66558;8,533;0,006;B
1,665962;8,541;0,006;B
1,666344;8,527;0,006;B
1,666726;8,528;0,006;B
1,667096;8,526;0,006;B
1,667466;8,522;0,006;B
1,667837;8,51;0,006;B
1,668219;8,512;0,006;B
1,668601;8,532;0,006;B
1,668983;8,514;0,006;B
1,669365;8,526;0,006;B
1,669746;8,494;0,006;B
1,670128;8,505;0,006;B
1,67051;8,529;0,006;B
1,670892;8,528;0,006;B
1,671274;8,514;0,006;B
1,671656;8,526;0,006;B
1,672038;8,524;0,006;B
1,67242;8,531;0,006;B
1,672802;8,534;0,006;B
1,673184;8,527;0,006;B
1,673566;8,512;0,006;B
1,673948;8,518;0,006;B
1,67433;8,521;0,006;B
1,674712;8,505;0,006;B
1,675094;8,528;0,006;B
1,675476;8,512;0,006;B
1,675869;8,515;0,006;B
1,676251;8,543;0,006;B
1,676621;8,529;0,006;B
1,678149;8,52;0,006;B
1,67852;8,541;0,006;B
1,68524;8,479;0,004;B
1,92686;8,388;0,004;B
2,08913;8,697;0,014;B
2,506795;8,81;0,007;B
2,507165;8,822;0,007;B
2,507536;8,777;0,007;B
2,507918;8,803;0,007;B
2,508277;8,813;0,007;B
2,508647;8,831;0,007;B
2,509029;8,808;0,007;B
2,509399;8,788;0,007;B
2,509758;8,828;0,007;B
2,510128;8,812;0,007;B
2,51051;8,813;0,007;B
2,510881;8,799;0,007;B
2,511251;8,819;0,007;B
2,511633;8,831;0,007;B
2,512015;8,839;0,007;B
2,512397;8,8;0,007;B
2,512767;8,817;0,007;B
2,513149;8,846;0,007;B
2,51352;8,808;0,007;B
2,513902;8,801;0,007;B
2,51426;8,84;0,007;B
2,514631;8,799;0,007;B
2,515013;8,838;0,007;B
2,515371;8,814;0,007;B
2,515753;8,813;0,007;B
2,516112;8,806;0,007;B
2,516483;8,856;0,007;B
2,516865;8,822;0,008;B
2,517617;8,808;0,007;B
2,517987;8,836;0,007;B
2,518369;8,795;0,007;B
2,518751;8,791;0,007;B
2,519121;8,829;0,007;B
2,519874;8,824;0,007;B
2,520244;8,822;0,007;B
2,520626;8,848;0,007;B
2,521008;8,829;0,007;B
2,521378;8,844;0,007;B
2,52176;8,835;0,007;B
2,522131;8,835;0,007;B
2,522513;8,819;0,007;B
2,522883;8,852;0,007;B
2,523265;8,86;0,007;B
2,523624;8,839;0,007;B
2,524006;8,801;0,007;B
2,524388;8,842;0,007;B
2,524758;8,848;0,007;B
2,525117;8,852;0,007;B
2,525499;8,861;0,007;B
2,525858;8,846;0,007;B
2,52624;8,848;0,007;B
2,52661;8,836;0,007;B
2,526992;8,837;0,007;B
2,527374;8,868;0,007;B
2,527744;8,844;0,007;B
2,528126;8,819;0,007;B
2,528496;8,84;0,007;B
2,528878;8,835;0,007;B
2,529249;8,87;0,007;B
2,529631;8,847;0,007;B
2,530013;8,845;0,007;B
2,530371;8,821;0,007;B
2,530753;8,847;0,007;B
2,531135;8,85;0,007;B
2,531494;8,806;0,007;B
2,531876;8,895;0,007;B
2,532258;8,87;0,007;B
2,532617;8,888;0,007;B
2,532999;8,902;0,007;B
2,533381;8,827;0,007;B
2,53374;8,861;0,007;B
2,534121;8,866;0,007;B
2,534503;8,862;0,007;B
2,534862;8,854;0,007;B
2,535244;8,871;0,007;B
2,535626;8,869;0,007;B
2,535996;8,841;0,007;B
2,536378;8,828;0,007;B
2,53676;8,849;0,007;B
2,537119;8,862;0,007;B
2,537501;8,834;0,007;B
2,537883;8,875;0,007;B
2,538265;8,868;0,007;B
2,538624;8,826;0,007;B
2,539006;8,856;0,007;B
2,539399;8,87;0,007;B
2,53977;8,869;0,006;B
2,54014;8,906;0,007;B
2,540522;8,887;0,007;B
2,540892;8,865;0,007;B
2,541263;8,857;0,007;B
2,541645;8,885;0,006;B
2,542027;8,878;0,007;B
2,542397;8,894;0,007;B
2,542779;8,875;0,007;B
2,543138;8,851;0,007;B
2,54352;8,842;0,007;B
2,543902;8,832;0,007;B
2,544284;8,87;0,006;B
2,544654;8,855;0,007;B
2,545024;8,853;0,007;B
2,545406;8,868;0,007;B
2,545788;8,845;0,007;B
2,54617;8,89;0,007;B
2,546552;8,844;0,007;B
2,546922;8,865;0,007;B
2,547281;8,871;0,006;B
2,547663;8,868;0,007;B
2,548045;8,874;0,007;B
2,548427;8,88;0,007;B
2,548809;8,869;0,007;B
2,549191;8,859;0,007;B
2,549573;8,891;0,006;B
2,549955;8,85;0,007;B
2,550325;8,871;0,007;B
2,550696;8,87;0,007;B
2,551078;8,873;0,006;B
2,551459;8,883;0,007;B
2,551841;8,836;0,007;B
2,552212;8,831;0,007;B
2,552582;8,891;0,007;B
2,552953;8,873;0,007;B
2,553323;8,872;0,007;B
2,553705;8,874;0,007;B
2,554087;8,871;0,007;B
2,554469;8,884;0,007;B
2,554851;8,881;0,007;B
2,555233;8,887;0,007;B
2,555615;8,938;0,006;B
2,555996;8,882;0,007;B
2,556378;8,884;0,007;B
2,55676;8,899;0,007;B
2,557142;8,847;0,007;B
2,557524;8,881;0,007;B
2,557906;8,861;0,007;B
2,558288;8,893;0,007;B
2,55867;8,904;0,007;B
2,559052;8,931;0,007;B
2,559434;8,871;0,006;B
2,559816;8,871;0,006;B
2,560198;8,886;0,007;B
2,560591;8,87;0,007;B
2,560973;8,876;0,007;B
2,561355;8,919;0,006;B
2,561737;8,881;0,006;B
2,562119;8,929;0,007;B
2,56249;8,903;0,006;B
2,56286;8,889;0,006;B
2,56323;8,889;0,007;B
2,563601;8,973;0,007;B
2,563971;8,872;0,006;B
2,564341;8,886;0,006;B
2,564723;8,885;0,007;B
2,565105;8,886;0,006;B
2,565499;8,903;0,007;B
2,565881;8,894;0,007;B
2,566263;8,906;0,007;B
2,566633;8,916;0,007;B
2,567003;8,925;0,007;B
2,567374;8,885;0,006;B
2,567756;8,85;0,007;B
2,56852;8,848;0,007;B
2,568902;8,882;0,007;B
2,569272;8,865;0,007;B
2,569642;8,929;0,006;B
2,570013;8,891;0,007;B
2,570395;8,918;0,006;B
2,570788;8,869;0,006;B
2,57117;8,91;0,007;B
2,571552;8,904;0,007;B
2,571922;8,852;0,007;B
2,572293;8,889;0,007;B
2,572663;8,928;0,007;B
2,573045;8,917;0,007;B
2,573439;8,911;0,007;B
2,573821;8,888;0,006;B
2,574191;8,916;0,006;B
2,574561;8,888;0,007;B
2,574966;8,876;0,007;B
2,575371;8,891;0,007;B
2,575765;8,919;0,007;B
2,57617;8,906;0,006;B
2,576575;8,949;0,007;B
2,57698;8,941;0,006;B
2,577374;8,972;0,007;B
2,577767;8,883;0,007;B
2,578161;8,834;0,007;B
2,578554;8,895;0,007;B
2,578959;8,942;0,007;B
2,579365;8,935;0,008;B
2,57977;8,917;0,007;B
2,580175;8,904;0,006;B
2,58058;8,934;0,007;B
2,580985;8,908;0,007;B
2,58139;8,926;0,006;B
2,581784;8,969;0,006;B
2,582177;8,903;0,006;B
2,582571;8,909;0,006;B
2,582976;8,909;0,007;B
2,583381;8,932;0,007;B
2,583786;8,916;0,006;B
2,584191;8,914;0,007;B
2,584608;8,902;0,007;B
2,585013;8,918;0,007;B
2,585418;8,913;0,006;B
2,585811;8,913;0,007;B
2,586205;8,884;0,007;B
2,586598;8,884;0,007;B
2,586992;8,908;0,007;B
2,587385;8,939;0,006;B
2,587779;8,92;0,006;B
2,588184;8,905;0,007;B
2,588589;8,916;0,007;B
2,589006;8,921;0,006;B
2,589411;8,947;0,006;B
2,589804;8,934;0,006;B
2,590209;8,908;0,006;B
2,590615;8,91;0,006;B
2,591031;8,907;0,006;B
2,591436;8,917;0,006;B
2,59183;8,979;0,006;B
2,592235;8,913;0,007;B
2,59264;8,935;0,006;B
2,593057;8,912;0,007;B
2,59345;8,942;0,007;B
2,593867;8,925;0,007;B
2,594272;8,949;0,007;B
2,594677;8,925;0,007;B
2,595094;8,911;0,007;B
2,595499;8,93;0,007;B
2,595892;8,939;0,007;B
2,606784;8,891;0,007;B
2,6072;9,006;0,007;B
2,607605;8,904;0,007;B
2,609052;8,936;0,004;B
2,609538;8,928;0,004;B
2,610001;8,924;0,004;B
2,610476;8,918;0,004;B
2,61095;8,896;0,004;B
2,611425;8,932;0,004;B
2,611888;8,941;0,004;B
2,612351;8,933;0,004;B
2,612814;8,925;0,004;B
2,613288;8,925;0,004;B
2,613751;8,937;0,004;B
2,614214;8,93;0,004;B
2,614689;8,91;0,004;B
2,615152;8,935;0,004;B
2,615626;8,901;0,004;B
2,616101;8,921;0,004;B
2,616575;8,932;0,004;B
2,617061;8,952;0,004;B
2,617536;8,921;0,004;B
2,61801;8,943;0,004;B
2,618473;8,907;0,004;B
2,618948;8,917;0,004;B
2,619411;8,921;0,004;B
2,619885;8,974;0,004;B
2,620348;8,95;0,004;B
2,620823;8,926;0,004;B
2,621286;8,945;0,004;B
2,621749;8,948;0,004;B
2,622212;8,942;0,004;B
2,622698;8,925;0,004;B
2,623172;8,931;0,004;B
2,623635;8,93;0,004;B
2,62411;8,938;0,004;B
2,624573;8,931;0,004;B
2,625036;8,943;0,004;B
2,625499;8,932;0,004;B
2,625962;8,936;0,004;B
2,626413;8,915;0,004;B
2,626876;8,957;0,004;B
2,627328;8,934;0,004;B
2,627779;8,946;0,004;B
2,628253;8,91;0,004;B
2,628728;8,94;0,004;B
2,629203;8,936;0,004;B
2,629665;8,944;0,004;B
2,63014;8,924;0,004;B
2,630603;8,928;0,004;B
2,631066;8,958;0,004;B
2,631529;8,938;0,004;B
2,63198;8,948;0,004;B
2,632432;8,951;0,004;B
2,632883;8,952;0,004;B
2,633346;8,946;0,004;B
2,633821;8,922;0,004;B
2,634295;8,945;0,004;B
2,634758;8,96;0,004;B
2,635209;8,955;0,004;B
2,635672;8,95;0,004;B
2,636147;8,957;0,004;B
2,63661;8,917;0,004;B
2,637084;8,957;0,004;B
2,637536;8,945;0,004;B
2,63801;8,95;0,004;B
2,638485;8,955;0,004;B
2,638948;8,946;0,004;B
2,639399;8,948;0,004;B
2,639862;8,951;0,004;B
2,640337;8,964;0,004;B
2,640811;8,96;0,004;B
2,641274;8,962;0,004;B
2,641749;8,962;0,004;B
2,6422;8,968;0,004;B
2,642675;8,959;0,004;B
2,643138;8,964;0,004;B
2,643601;8,95;0,004;B
2,644075;8,96;0,004;B
2,64455;8,96;0,004;B
2,645013;8,961;0,004;B
2,645464;8,983;0,004;B
2,645939;8,952;0,004;B
2,646402;8,966;0,004;B
2,646853;8,971;0,004;B
2,647316;8,975;0,004;B
2,647802;8,979;0,004;B
2,648265;8,961;0,004;B
2,64874;8,971;0,004;B
2,649203;8,968;0,004;B
2,649665;8,962;0,004;B
2,65014;8,973;0,004;B
2,650603;8,98;0,004;B
2,651066;8,964;0,004;B
2,651529;8,969;0,004;B
2,651992;8,983;0,004;B
2,652455;8,975;0,004;B
2,652918;8,965;0,004;B
2,653392;8,965;0,004;B
2,653867;8,97;0,004;B
2,65433;8,967;0,004;B
2,654804;8,959;0,004;B
2,655279;8,953;0,004;B
2,655742;8,972;0,004;B
2,656205;8,971;0,004;B
2,656668;8,957;0,004;B
2,657142;8,975;0,004;B
2,657605;8,98;0,004;B
2,658057;8,97;0,004;B
2,658531;8,972;0,004;B
2,658983;8,965;0,004;B
2,659457;8,976;0,004;B
2,65992;8,975;0,004;B
2,660395;8,987;0,004;B
2,660858;8,979;0,004;B
2,661309;8,983;0,004;B
2,661784;8,978;0,004;B
2,662246;8,978;0,004;B
2,662721;8,984;0,004;B
2,663172;9,003;0,004;B
2,663647;8,977;0,004;B
2,66411;8,981;0,004;B
2,664573;8,971;0,004;B
2,665036;8,97;0,004;B
2,665499;8,963;0,004;B
2,66595;8,983;0,004;B
2,666425;8,989;0,004;B
2,666888;8,988;0,004;B
2,667362;8,999;0,004;B
2,667814;8,976;0,004;B
2,668288;8,985;0,004;B
2,66874;8,973;0,004;B
2,669214;8,954;0,004;B
2,669689;8,974;0,004;B
2,670152;8,973;0,004;B
2,670626;8,982;0,004;B
2,671089;8,987;0,004;B
2,671564;8,981;0,004;B
2,672027;8,994;0,004;B
2,67249;8,987;0,004;B
2,672953;8,976;0,004;B
2,673427;8,977;0,004;B
2,673902;8,985;0,004;B
2,674388;8,963;0,004;B
2,674862;9,009;0,004;B
2,675325;9,019;0,004;B
2,6758;8,996;0,004;B
2,67598;8,919;0,002;B
2,676263;8,992;0,004;B
2,676726;8,985;0,004;B
2,6772;8,998;0,004;B
2,677663;8,963;0,004;B
2,678126;8,988;0,004;B
2,678601;8,983;0,004;B
2,679064;8,955;0,004;B
2,679538;8,979;0,004;B
2,680001;8,995;0,004;B
2,680464;8,984;0,004;B
2,680927;9,013;0,004;B
2,68139;8,986;0,004;B
2,681876;8,981;0,004;B
2,682351;8,985;0,004;B
2,682814;8,993;0,004;B
2,683288;8,994;0,004;B
2,683763;8,999;0,004;B
2,684226;8,987;0,004;B
2,684689;9,012;0,004;B
2,685163;8,984;0,004;B
2,685638;8,986;0,004;B
2,686112;8,98;0,004;B
2,686575;8,987;0,004;B
2,68705;8,992;0,004;B
3,08979;9,094;0,005;B
3,209735;9,31;0,23;B
3,210904;9,28;0,191;B
3,212073;9,371;0,09;B
3,213242;9,248;0,216;B
3,214411;9,202;0,276;B
3,21558;9,257;0,322;B
3,216749;9,083;0,267;B
3,217918;9,291;0,09;B
3,219087;9,275;0,08;B
3,220256;9,22;0,184;B
3,221425;9,231;0,106;B
3,222594;9,112;0,357;B
3,223763;9,309;0,122;B
3,226101;9,224;0,236;B
3,227258;9,123;0,114;B
3,228427;9,311;0,227;B
3,229608;9,173;0,226;B
3,230777;9,158;0,207;B
3,231934;9,281;0,297;B
3,233103;9,286;0,223;B
3,234272;9,239;0,235;B
3,235429;9,345;0,141;B
3,236598;9,392;0,289;B
3,237767;9,3;0,263;B
3,238936;9,216;0,225;B
3,593821;9,054;0,004;B
3,594284;9,054;0,004;B
3,594758;9,058;0,004;B
3,595221;9,056;0,004;B
3,595684;9,062;0,004;B
3,596159;9,054;0,004;B
3,596645;9,075;0,004;B
3,597108;9,057;0,004;B
3,597571;9,064;0,004;B
3,598045;9,067;0,004;B
3,59852;9,065;0,004;B
3,598983;9,062;0,004;B
3,599446;9,062;0,004;B
3,59992;9,072;0,004;B
3,600395;9,069;0,004;B
3,600869;9,074;0,004;B
3,601332;9,075;0,004;B
3,601795;9,083;0,004;B
3,60227;9,073;0,004;B
3,602744;9,074;0,004;B
3,603219;9,083;0,004;B
3,603705;9,085;0,004;B
3,604168;9,072;0,004;B
3,604631;9,081;0,004;B
3,605105;9,089;0,004;B
3,605568;9,083;0,004;B
3,606054;9,089;0,004;B
3,606517;9,096;0,004;B
3,60698;9,093;0,004;B
3,607455;9,079;0,004;B
3,607929;9,082;0,004;B
3,608404;9,089;0,004;B
3,608878;9,086;0,004;B
3,609353;9,089;0,004;B
3,609816;9,097;0,004;B
3,61029;9,101;0,004;B
3,610765;9,102;0,004;B
3,61124;9,095;0,004;B
3,611714;9,094;0,004;B
3,612177;9,084;0,004;B
3,612652;9,092;0,004;B
3,613138;9,11;0,004;B
3,61348;9,16;0,576;B
3,613624;9,098;0,004;B
3,61411;9,088;0,004;B
3,614584;9,104;0,004;B
3,615071;9,109;0,004;B
3,615545;9,104;0,004;B
3,61602;9,11;0,004;B
3,616517;9,104;0,004;B
3,616992;9,111;0,004;B
3,617466;9,104;0,004;B
3,617964;9,107;0,004;B
3,618439;9,117;0,004;B
3,618925;9,107;0,004;B
3,619388;9,117;0,004;B
3,619862;9,111;0,004;B
3,620348;9,116;0,004;B
3,620834;9,099;0,004;B
3,621321;9,119;0,004;B
3,621807;9,11;0,004;B
3,622293;9,111;0,004;B
3,622779;9,116;0,004;B
3,623265;9,13;0,004;B
3,623751;9,122;0,004;B
3,624226;9,126;0,004;B
3,6247;9,124;0,004;B
3,625198;9,123;0,004;B
3,625661;9,121;0,004;B
3,626159;9,116;0,004;B
3,626645;9,117;0,004;B
3,627131;9,133;0,004;B
3,627617;9,128;0,004;B
3,628103;9,126;0,004;B
3,628601;9,116;0,004;B
3,629075;9,118;0,004;B
3,629561;9,123;0,004;B
3,630047;9,136;0,004;B
3,630545;9,123;0,004;B
3,63102;9,125;0,004;B
3,631494;9,14;0,004;B
3,63198;9,124;0,004;B
3,632466;9,129;0,004;B
3,632953;9,132;0,004;B
3,63345;9,134;0,004;B
3,633936;9,132;0,004;B
3,634422;9,151;0,004;B
3,634897;9,145;0,004;B
3,635383;9,133;0,004;B
3,635869;9,148;0,004;B
3,636367;9,137;0,004;B
3,636841;9,13;0,004;B
3,637316;9,156;0,004;B
3,637802;9,133;0,004;B
3,6383;9,135;0,004;B
3,638786;9,144;0,004;B
3,639272;9,142;0,004;B
3,639746;9,138;0,004;B
3,640233;9,149;0,004;B
3,64073;9,135;0,004;B
3,641216;9,135;0,004;B
3,641691;9,153;0,004;B
3,642177;9,154;0,004;B
3,642675;9,141;0,004;B
3,643149;9,15;0,004;B
3,643635;9,148;0,004;B
3,644133;9,151;0,004;B
3,644608;9,153;0,004;B
3,645082;9,161;0,004;B
3,645568;9,149;0,004;B
3,646066;9,145;0,004;B
3,646552;9,144;0,004;B
3,647027;9,154;0,004;B
3,647524;9,166;0,004;B
3,648022;9,161;0,004;B
3,648508;9,14;0,004;B
3,649006;9,178;0,004;B
3,649492;9,164;0,004;B
3,64999;9,149;0,004;B
3,650476;9,156;0,004;B
3,650973;9,151;0,004;B
3,651459;9,159;0,004;B
3,651934;9,146;0,004;B
3,652432;9,163;0,004;B
3,652906;9,163;0,004;B
3,653404;9,158;0,004;B
3,65389;9,161;0,004;B
3,654365;9,153;0,004;B
3,654862;9,179;0,004;B
3,655337;9,159;0,004;B
3,655834;9,163;0,004;B
3,656309;9,153;0,004;B
3,656807;9,148;0,004;B
3,657281;9,17;0,004;B
3,657779;9,159;0,004;B
3,658265;9,17;0,004;B
3,658763;9,158;0,004;B
3,659249;9,155;0,004;B
3,659746;9,164;0,004;B
3,660233;9,18;0,004;B
3,66073;9,18;0,004;B
3,661216;9,183;0,004;B
3,661726;9,175;0,004;B
3,662223;9,157;0,004;B
3,662698;9,186;0,004;B
3,663196;9,179;0,004;B
3,66367;9,179;0,004;B
3,664179;9,179;0,004;B
3,664677;9,171;0,004;B
3,665163;9,172;0,004;B
3,665649;9,175;0,004;B
3,666135;9,173;0,004;B
3,666621;9,161;0,004;B
3,667108;9,189;0,004;B
3,667594;9,176;0,004;B
3,66808;9,185;0,004;B
3,668589;9,172;0,004;B
3,669075;9,163;0,004;B
3,669573;9,173;0,004;B
3,670071;9,179;0,004;B
3,670557;9,177;0,004;B
3,671043;9,184;0,004;B
3,671529;9,191;0,004;B
3,672015;9,178;0,004;B
3,672513;9,189;0,004;B
3,672999;9,176;0,004;B
3,673485;9,176;0,004;B
3,673971;9,171;0,004;B
3,674457;9,18;0,004;B
3,674955;9,176;0,004;B
3,675441;9,181;0,004;B
3,675927;9,183;0,004;B
3,676413;9,171;0,004;B
3,676899;9,181;0,004;B
3,677397;9,188;0,004;B
3,677871;9,186;0,004;B
3,678369;9,185;0,004;B
3,678855;9,189;0,004;B
3,679341;9,185;0,004;B
3,679839;9,18;0,004;B
3,680348;9,187;0,004;B
3,680834;9,197;0,004;B
3,681332;9,194;0,004;B
3,681818;9,201;0,004;B
3,682328;9,192;0,004;B
