Tiempo desde erupcion (d);Magnitud;error (mag);Banda
18,529746;10,892;0,005;V
18,530371;10,88;0,005;V
18,530996;10,873;0,005;V
18,531633;10,872;0,005;V
18,532258;10,883;0,005;V
18,532883;10,889;0,005;V
18,533508;10,882;0,005;V
18,534133;10,879;0,005;V
18,534758;10,873;0,006;V
18,535383;10,87;0,005;V
18,535996;10,876;0,005;V
18,536633;10,879;0,005;V
18,537246;10,879;0,005;V
18,537883;10,878;0,005;V
18,538508;10,873;0,005;V
18,539133;10,88;0,005;V
18,539746;10,884;0,005;V
18,54036;10,883;0,005;V
18,540985;10,865;0,005;V
18,54161;10,881;0,005;V
18,542246;10,875;0,005;V
18,542871;10,872;0,005;V
18,543496;10,884;0,005;V
18,54411;10,878;0,005;V
18,544723;10,873;0,005;V
18,545337;10,875;0,005;V
18,54595;10,868;0,005;V
18,546564;10,876;0,005;V
18,547189;10,868;0,005;V
18,547825;10,871;0,005;V
18,54845;10,87;0,005;V
18,549064;10,868;0,005;V
18,5497;10,872;0,005;V
18,550325;10,87;0,005;V
18,55095;10,873;0,005;V
18,551575;10,866;0,005;V
18,566378;10,853;0,005;V
18,567652;10,837;0,005;V
18,5683;10,862;0,005;V
18,568936;10,85;0,005;V
18,569573;10,864;0,005;V
18,570209;10,849;0,005;V
18,570846;10,855;0,005;V
18,571483;10,856;0,005;V
18,572108;10,853;0,005;V
18,572744;10,851;0,005;V
18,573358;10,848;0,005;V
18,574006;10,859;0,005;V
18,574631;10,838;0,005;V
18,575244;10,845;0,005;V
18,575892;10,853;0,005;V
18,576529;10,846;0,005;V
18,577165;10,851;0,005;V
18,578334;10,853;0,005;V
18,578971;10,862;0,005;V
18,579596;10,848;0,005;V
18,580233;10,86;0,005;V
18,580858;10,862;0,005;V
18,581483;10,846;0,005;V
18,582108;10,847;0,005;V
18,582733;10,846;0,005;V
18,583358;10,85;0,005;V
18,583983;10,854;0,005;V
18,584619;10,855;0,005;V
18,585256;10,855;0,005;V
18,585881;10,847;0,005;V
18,586506;10,852;0,005;V
18,587131;10,854;0,005;V
18,587767;10,845;0,005;V
18,588392;10,852;0,005;V
18,589029;10,856;0,005;V
18,589654;10,846;0,005;V
18,59029;10,862;0,005;V
18,590927;10,839;0,005;V
18,591552;10,844;0,005;V
18,592189;10,838;0,005;V
18,592814;10,835;0,005;V
18,593439;10,83;0,005;V
18,594064;10,836;0,005;V
18,5947;10,829;0,005;V
18,595325;10,844;0,005;V
18,59595;10,832;0,005;V
18,596575;10,828;0,005;V
18,597212;10,834;0,005;V
18,597848;10,826;0,005;V
18,598485;10,826;0,005;V
18,59911;10,828;0,005;V
18,599746;10,83;0,005;V
18,600383;10,822;0,005;V
18,601008;10,831;0,005;V
18,601633;10,82;0,005;V
18,60227;10,827;0,005;V
18,602906;10,82;0,005;V
18,603531;10,827;0,005;V
18,604168;10,823;0,005;V
18,604804;10,821;0,005;V
18,605441;10,821;0,005;V
18,606078;10,826;0,005;V
18,606714;10,811;0,005;V
18,607351;10,825;0,005;V
18,607999;10,815;0,005;V
18,608635;10,832;0,005;V
18,60926;10,813;0,005;V
18,609897;10,804;0,005;V
18,610522;10,819;0,005;V
18,611159;10,815;0,005;V
18,611784;10,812;0,005;V
18,612409;10,815;0,005;V
18,613034;10,823;0,005;V
18,61367;10,823;0,005;V
18,614307;10,812;0,005;V
18,614955;10,813;0,005;V
18,61558;10,806;0,005;V
18,616205;10,818;0,005;V
18,616841;10,814;0,005;V
18,61749;10,82;0,005;V
18,618126;10,809;0,005;V
18,618763;10,816;0,005;V
18,619399;10,804;0,005;V
18,620036;10,817;0,005;V
18,620661;10,815;0,005;V
18,621286;10,813;0,005;V
18,621911;10,809;0,005;V
18,622547;10,81;0,005;V
18,623184;10,814;0,005;V
18,623832;10,811;0,005;V
18,624469;10,804;0,005;V
18,625094;10,809;0,005;V
18,625742;10,796;0,005;V
18,626378;10,816;0,005;V
18,627027;10,815;0,005;V
18,627663;10,816;0,005;V
18,628288;10,811;0,005;V
18,628925;10,807;0,005;V
18,629573;10,797;0,005;V
18,630221;10,8;0,005;V
18,630858;10,809;0,005;V
18,631483;10,825;0,005;V
18,632131;10,814;0,005;V
18,632767;10,814;0,005;V
18,633392;10,802;0,005;V
18,63404;10,81;0,005;V
18,634665;10,806;0,005;V
18,635314;10,804;0,005;V
18,635939;10,81;0,005;V
18,636587;10,815;0,005;V
18,637212;10,816;0,005;V
18,63786;10,807;0,005;V
18,638485;10,791;0,005;V
18,639133;10,8;0,005;V
18,63977;10,806;0,005;V
18,640418;10,8;0,005;V
18,641066;10,806;0,005;V
18,641703;10,802;0,005;V
18,642351;10,786;0,005;V
18,642999;10,795;0,005;V
18,643635;10,812;0,005;V
18,644284;10,794;0,005;V
18,64492;10,788;0,005;V
18,645568;10,794;0,005;V
18,646193;10,795;0,005;V
18,646841;10,803;0,005;V
18,64749;10,799;0,005;V
18,648115;10,787;0,005;V
18,648763;10,803;0,005;V
18,649388;10,795;0,005;V
18,650036;10,79;0,005;V
18,650684;10,785;0,005;V
18,651321;10,789;0,005;V
18,651946;10,784;0,005;V
18,652594;10,789;0,005;V
18,653242;10,782;0,005;V
18,65389;10,789;0,005;V
18,654538;10,781;0,005;V
18,655163;10,785;0,005;V
18,6558;10,791;0,005;V
18,656436;10,8;0,005;V
18,657073;10,798;0,005;V
18,657709;10,799;0,005;V
18,658358;10,791;0,005;V
18,658994;10,792;0,005;V
18,659642;10,788;0,005;V
18,66029;10,778;0,005;V
18,660939;10,784;0,005;V
18,661587;10,788;0,005;V
18,662235;10,783;0,005;V
18,662883;10,785;0,005;V
18,663531;10,787;0,005;V
18,664179;10,797;0,005;V
18,664828;10,793;0,005;V
18,665476;10,778;0,005;V
18,666112;10,786;0,005;V
18,666749;10,788;0,005;V
18,667397;10,779;0,005;V
18,668045;10,778;0,005;V
18,668693;10,777;0,005;V
18,669341;10,787;0,005;V
18,66999;10,777;0,005;V
18,670626;10,782;0,005;V
18,671274;10,778;0,005;V
18,671922;10,78;0,005;V
18,672571;10,788;0,005;V
18,673219;10,763;0,005;V
18,673867;10,773;0,005;V
18,674515;10,764;0,005;V
18,675163;10,766;0,005;V
18,675811;10,772;0,005;V
18,676448;10,765;0,005;V
18,677096;10,77;0,005;V
18,677744;10,769;0,005;V
18,678392;10,781;0,005;V
18,67904;10,769;0,005;V
18,679677;10,773;0,005;V
18,680337;10,765;0,005;V
18,680985;10,762;0,005;V
18,681621;10,768;0,005;V
18,682281;10,765;0,005;V
18,682929;10,766;0,005;V
18,683578;10,768;0,005;V
18,684226;10,775;0,005;V
18,684862;10,771;0,005;V
18,685522;10,759;0,005;V
18,686159;10,77;0,005;V
18,686818;10,755;0,005;V
18,687466;10,754;0,005;V
18,688126;10,765;0,005;V
18,688763;10,761;0,005;V
18,689422;10,768;0,005;V
18,690071;10,765;0,005;V
18,690719;10,768;0,005;V
18,83138;10,67;0,003;V
18,83335;10,659;0,003;V
18,8353;10,659;0,003;V
18,83726;10,68;0,003;V
18,83924;10,67;0,003;V
18,8412;10,679;0,003;V
18,84318;10,68;0,003;V
18,84515;10,657;0,003;V
18,84713;10,669;0,003;V
18,84909;10,681;0,003;V
18,85104;10,682;0,003;V
18,85303;10,657;0,003;V
18,85695;10,672;0,003;V
18,85894;10,664;0,003;V
18,86094;10,664;0,004;V
18,86292;10,658;0,003;V
18,86758;10,671;0,005;V
19,498323;10,922;0,005;V
19,498948;10,942;0,005;V
19,499573;10,93;0,005;V
19,500198;10,936;0,005;V
19,500823;10,936;0,005;V
19,501448;10,918;0,005;V
19,502061;10,934;0,005;V
19,502698;10,936;0,005;V
19,503323;10,935;0,005;V
19,503948;10,938;0,005;V
19,504561;10,938;0,005;V
19,505186;10,927;0,005;V
19,505811;10,929;0,005;V
19,506436;10,917;0,005;V
19,507061;10,925;0,005;V
19,507686;10,926;0,005;V
19,508311;10,935;0,005;V
19,508925;10,943;0,005;V
19,50955;10,931;0,005;V
19,510175;10,94;0,005;V
19,5108;10,935;0,005;V
19,511425;10,947;0,005;V
19,51205;10,93;0,005;V
19,512675;10,941;0,005;V
19,513288;10,938;0,005;V
19,513913;10,933;0,005;V
19,514538;10,947;0,005;V
19,515163;10,945;0,005;V
19,515777;10,947;0,005;V
19,51639;10,935;0,005;V
19,517015;10,93;0,005;V
19,517628;10,941;0,005;V
19,518242;10,953;0,005;V
19,518855;10,933;0,005;V
19,519469;10,944;0,005;V
19,520094;10,932;0,005;V
19,52073;10,944;0,005;V
19,521355;10,928;0,005;V
19,52198;10,945;0,005;V
19,522605;10,943;0,005;V
19,52323;10,95;0,005;V
19,523855;10,949;0,005;V
19,52448;10,952;0,005;V
19,525105;10,939;0,005;V
19,52573;10,95;0,005;V
19,526355;10,94;0,005;V
19,52698;10,933;0,005;V
19,527594;10,939;0,005;V
19,528219;10,935;0,005;V
19,528855;10,928;0,005;V
19,52948;10,946;0,005;V
19,530105;10,94;0,005;V
19,53073;10,93;0,005;V
19,531344;10,941;0,005;V
19,531957;10,933;0,005;V
19,532582;10,928;0,005;V
19,533207;10,939;0,005;V
19,533844;10,946;0,005;V
19,534469;10,94;0,005;V
19,535094;10,938;0,005;V
19,535707;10,924;0,005;V
19,536321;10,921;0,005;V
19,536934;10,928;0,005;V
19,537582;10,92;0,005;V
19,53823;10,915;0,005;V
19,538878;10,914;0,005;V
19,539515;10,913;0,005;V
19,540128;10,922;0,005;V
19,540765;10,931;0,005;V
19,541402;10,917;0,005;V
19,54205;10,922;0,005;V
19,542675;10,918;0,005;V
19,543311;10,914;0,005;V
19,543948;10,925;0,005;V
19,544596;10,93;0,005;V
19,545233;10,931;0,005;V
19,545846;10,931;0,005;V
19,546483;10,937;0,005;V
19,547119;10,93;0,005;V
19,547767;10,924;0,005;V
19,548404;10,922;0,005;V
19,54904;10,923;0,005;V
19,575557;10,96;0,005;V
19,576182;10,956;0,005;V
19,576818;10,952;0,005;V
19,577443;10,963;0,005;V
19,57808;10,952;0,005;V
19,578693;10,95;0,005;V
19,57933;10,963;0,005;V
19,579955;10,956;0,005;V
19,58058;10,945;0,005;V
19,581228;10,962;0,005;V
19,581853;10,953;0,005;V
19,582478;10,96;0,005;V
19,583115;10,962;0,005;V
19,58374;10,973;0,005;V
19,584376;10,964;0,005;V
19,585001;10,974;0,005;V
19,585638;10,959;0,005;V
19,586274;10,973;0,005;V
19,586899;10,974;0,005;V
19,587536;10,966;0,005;V
19,588172;10,972;0,005;V
19,588797;10,948;0,005;V
19,589434;10,968;0,005;V
19,590059;10,973;0,005;V
19,590684;10,963;0,005;V
19,591321;10,967;0,005;V
19,591957;10,967;0,005;V
19,592582;10,966;0,005;V
19,593207;10,969;0,005;V
19,593844;10,971;0,005;V
19,59448;10,961;0,005;V
19,595128;10,969;0,005;V
19,595765;10,963;0,005;V
19,59639;10,967;0,005;V
19,597027;10,96;0,005;V
19,597652;10,963;0,005;V
19,598288;10,955;0,005;V
19,598936;10,957;0,005;V
19,599573;10,951;0,005;V
19,600198;10,941;0,005;V
19,600823;10,945;0,005;V
19,601448;10,948;0,005;V
19,602084;10,943;0,005;V
19,602721;10,952;0,005;V
19,603358;10,956;0,005;V
19,603994;10,948;0,005;V
19,604631;10,938;0,005;V
19,605267;10,95;0,005;V
19,605904;10,94;0,005;V
19,60654;10,939;0,005;V
19,607177;10,947;0,005;V
19,607802;10,942;0,005;V
19,608427;10,943;0,005;V
19,609064;10,951;0,005;V
19,6097;10,943;0,005;V
19,610337;10,946;0,005;V
19,610985;10,934;0,005;V
19,61161;10,932;0,005;V
19,612235;10,919;0,005;V
19,612871;10,95;0,005;V
19,613508;10,931;0,005;V
19,614145;10,94;0,005;V
19,614793;10,926;0,005;V
19,615418;10,94;0,005;V
19,616043;10,939;0,005;V
19,616679;10,932;0,005;V
19,617316;10,927;0,005;V
19,617964;10,934;0,005;V
19,618589;10,934;0,005;V
19,619214;10,929;0,005;V
19,619851;10,933;0,005;V
19,620487;10,924;0,005;V
19,621135;10,927;0,005;V
19,62176;10,942;0,005;V
19,622397;10,931;0,005;V
19,623034;10,937;0,005;V
19,623682;10,919;0,005;V
19,624318;10,923;0,005;V
19,624966;10,915;0,005;V
19,625603;10,931;0,005;V
19,626228;10,916;0,005;V
19,626876;10,928;0,005;V
19,627513;10,932;0,005;V
19,628149;10,916;0,005;V
19,628786;10,928;0,005;V
19,629434;10,924;0,005;V
19,630059;10,918;0,005;V
19,630696;10,93;0,005;V
19,631344;10,932;0,005;V
19,631969;10,931;0,005;V
19,632605;10,939;0,005;V
19,633253;10,933;0,005;V
19,633878;10,928;0,005;V
19,634515;10,938;0,005;V
19,635152;10,934;0,005;V
19,635788;10,928;0,005;V
19,636425;10,945;0,005;V
19,637061;10,926;0,005;V
19,637709;10,944;0,005;V
19,638346;10,934;0,005;V
19,638983;10,943;0,005;V
19,639619;10,937;0,005;V
19,640267;10,943;0,005;V
19,640904;10,948;0,005;V
19,64154;10,951;0,005;V
19,642177;10,937;0,005;V
19,642814;10,935;0,005;V
19,643462;10,948;0,005;V
19,644098;10,954;0,005;V
19,644735;10,943;0,005;V
19,645383;10,938;0,005;V
19,64602;10,94;0,005;V
19,646668;10,928;0,005;V
19,647316;10,948;0,005;V
19,647964;10,93;0,005;V
19,648601;10,944;0,005;V
19,649249;10,947;0,005;V
19,649885;10,95;0,005;V
19,650522;10,934;0,005;V
19,651159;10,932;0,005;V
19,651807;10,946;0,005;V
19,652443;10,945;0,005;V
19,653091;10,952;0,005;V
19,653728;10,938;0,005;V
19,654365;10,947;0,005;V
19,655013;10,944;0,005;V
19,655661;10,941;0,005;V
19,656297;10,927;0,005;V
19,656957;10,926;0,005;V
19,657605;10,94;0,005;V
19,658253;10,927;0,005;V
19,658902;10,933;0,005;V
19,65955;10,937;0,005;V
19,660198;10,936;0,005;V
19,660834;10,922;0,005;V
19,661483;10,925;0,005;V
19,662131;10,938;0,005;V
19,662779;10,939;0,005;V
19,663427;10,928;0,005;V
19,664075;10,914;0,005;V
19,664712;10,917;0,005;V
19,665348;10,915;0,005;V
19,665996;10,902;0,005;V
19,666633;10,902;0,005;V
19,66727;10,902;0,005;V
19,667929;10,904;0,005;V
19,668578;10,905;0,005;V
19,669237;10,905;0,005;V
19,669885;10,888;0,005;V
19,670522;10,909;0,005;V
19,671159;10,903;0,005;V
19,671818;10,903;0,005;V
19,672466;10,903;0,005;V
19,673126;10,892;0,005;V
19,673774;10,886;0,005;V
19,674411;10,892;0,005;V
19,675071;10,9;0,005;V
19,675719;10,912;0,005;V
19,676367;10,91;0,005;V
19,677015;10,896;0,005;V
19,677675;10,898;0,005;V
19,678323;10,882;0,005;V
19,678983;10,893;0,005;V
19,679631;10,903;0,005;V
19,680279;10,893;0,005;V
19,680915;10,9;0,005;V
19,681575;10,883;0,005;V
19,682223;10,907;0,005;V
19,68286;10,898;0,005;V
19,68352;10,897;0,005;V
19,684168;10,892;0,005;V
19,684816;10,892;0,005;V
19,685476;10,897;0,005;V
19,686112;10,899;0,005;V
19,686772;10,899;0,005;V
19,68742;10,899;0,005;V
19,68808;10,896;0,005;V
19,688728;10,905;0,005;V
19,689388;10,898;0,005;V
19,690036;10,907;0,005;V
19,690684;10,898;0,005;V
19,79411;10,693;0,006;V
19,79411;10,694;0,004;V
19,79441;10,683;0,005;V
19,79441;10,685;0,004;V
19,79472;10,695;0,005;V
19,79502;10,686;0,005;V
19,79533;10,681;0,005;V
19,79533;10,679;0,004;V
19,79561;10,7;0,005;V
19,79561;10,697;0,004;V
19,79593;10,673;0,005;V
19,79593;10,675;0,004;V
19,79623;10,68;0,005;V
19,79623;10,681;0,004;V
19,79654;10,706;0,005;V
19,79654;10,704;0,003;V
19,79684;10,683;0,005;V
19,79684;10,682;0,004;V
20,495568;10,666;0,005;V
20,496193;10,655;0,005;V
20,496818;10,657;0,005;V
20,497443;10,658;0,004;V
20,498068;10,653;0,005;V
20,498693;10,653;0,004;V
20,499318;10,666;0,004;V
20,499943;10,664;0,004;V
20,50058;10,661;0,004;V
20,501193;10,658;0,004;V
20,501807;10,667;0,005;V
20,50242;10,655;0,004;V
20,503034;10,661;0,004;V
20,503659;10,66;0,004;V
20,504272;10,663;0,004;V
20,504885;10,663;0,004;V
20,505499;10,649;0,005;V
20,506112;10,649;0,004;V
20,506726;10,662;0,004;V
20,507362;10,652;0,004;V
20,507987;10,656;0,004;V
20,508612;10,663;0,004;V
20,509237;10,659;0,004;V
20,509862;10,656;0,005;V
20,510487;10,668;0,004;V
20,511112;10,663;0,004;V
20,511737;10,657;0,004;V
20,512362;10,656;0,004;V
20,512987;10,667;0,004;V
20,513601;10,659;0,004;V
20,514226;10,655;0,004;V
20,514851;10,653;0,004;V
20,515487;10,659;0,004;V
20,516101;10,659;0,005;V
20,516714;10,662;0,005;V
20,517328;10,66;0,004;V
20,517953;10,661;0,004;V
20,518578;10,667;0,005;V
20,519203;10,662;0,004;V
20,519828;10,654;0,004;V
20,520453;10,659;0,004;V
20,521066;10,652;0,004;V
20,521691;10,649;0,004;V
20,522316;10,642;0,004;V
20,522941;10,653;0,005;V
20,523566;10,644;0,004;V
20,524191;10,643;0,004;V
20,524816;10,65;0,004;V
20,525429;10,659;0,004;V
20,526054;10,652;0,004;V
20,526668;10,658;0,004;V
20,527293;10,645;0,004;V
20,527918;10,648;0,004;V
20,528543;10,657;0,004;V
20,529168;10,66;0,004;V
20,529793;10,666;0,004;V
20,530406;10,65;0,004;V
20,53102;10,666;0,004;V
20,531645;10,654;0,004;V
20,53227;10,658;0,004;V
20,532895;10,664;0,004;V
20,53352;10,661;0,004;V
20,534156;10,654;0,004;V
20,53477;10,663;0,004;V
20,535395;10,655;0,005;V
20,53602;10,662;0,004;V
20,536645;10,654;0,004;V
20,53727;10,661;0,004;V
20,537895;10,65;0,004;V
20,53852;10,651;0,004;V
20,539145;10,649;0,004;V
20,53977;10,643;0,004;V
20,540395;10,633;0,004;V
20,54102;10,652;0,004;V
20,541656;10,64;0,004;V
20,54227;10,644;0,004;V
20,542895;10,651;0,004;V
20,543531;10,641;0,004;V
20,544145;10,651;0,004;V
20,54477;10,65;0,004;V
20,545406;10,65;0,004;V
20,54602;10,641;0,004;V
20,546645;10,646;0,004;V
20,572767;10,649;0,004;V
20,573381;10,663;0,004;V
20,574017;10,643;0,004;V
20,574631;10,645;0,004;V
20,575267;10,648;0,004;V
20,575881;10,647;0,004;V
20,576517;10,648;0,004;V
20,577154;10,653;0,004;V
20,577779;10,644;0,004;V
20,578415;10,652;0,004;V
20,579029;10,646;0,004;V
20,579665;10,657;0,004;V
20,580279;10,66;0,004;V
20,580915;10,657;0,004;V
20,581552;10,653;0,004;V
20,582177;10,644;0,004;V
20,582825;10,655;0,004;V
20,583439;10,653;0,004;V
20,584075;10,651;0,004;V
20,584712;10,64;0,004;V
20,585325;10,658;0,004;V
20,585962;10,65;0,004;V
20,586598;10,655;0,004;V
20,587223;10,655;0,004;V
20,58786;10,634;0,004;V
20,588496;10,638;0,004;V
20,58911;10,651;0,004;V
20,589746;10,642;0,004;V
20,590383;10,648;0,004;V
20,590996;10,653;0,004;V
20,591633;10,65;0,004;V
20,59227;10,652;0,004;V
20,592895;10,645;0,004;V
20,59352;10,653;0,004;V
20,594168;10,651;0,004;V
20,594804;10,641;0,004;V
20,595441;10,639;0,004;V
20,596078;10,649;0,004;V
20,596714;10,642;0,004;V
20,597351;10,656;0,004;V
20,597987;10,642;0,004;V
20,598635;10,654;0,004;V
20,599272;10,649;0,004;V
20,599897;10,65;0,004;V
20,600534;10,659;0,004;V
20,60117;10,639;0,004;V
20,601795;10,646;0,004;V
20,602432;10,633;0,004;V
20,603068;10,641;0,004;V
20,603705;10,651;0,004;V
20,604341;10,637;0,004;V
20,604978;10,641;0,004;V
20,605615;10,629;0,004;V
20,606263;10,634;0,004;V
20,606911;10,641;0,004;V
20,607547;10,644;0,004;V
20,608184;10,64;0,004;V
20,608821;10,64;0,004;V
20,609469;10,641;0,004;V
20,610117;10,632;0,004;V
20,610753;10,645;0,004;V
20,61139;10,633;0,004;V
20,612027;10,634;0,004;V
20,612675;10,632;0,004;V
20,613311;10,629;0,004;V
20,613948;10,628;0,004;V
20,614596;10,638;0,004;V
20,615233;10,629;0,004;V
20,615892;10,632;0,004;V
20,616529;10,617;0,004;V
20,617165;10,629;0,004;V
20,617814;10,605;0,004;V
20,618462;10,615;0,004;V
20,619098;10,611;0,004;V
20,619746;10,617;0,004;V
20,620395;10,621;0,004;V
20,621031;10,617;0,004;V
20,621679;10,614;0,004;V
20,622328;10,626;0,004;V
20,622964;10,607;0,004;V
20,623601;10,611;0,004;V
20,624237;10,602;0,004;V
20,624885;10,6;0,004;V
20,625534;10,613;0,004;V
20,62617;10,564;0,004;V
20,626818;10,616;0,004;V
20,627466;10,607;0,004;V
20,628103;10,606;0,004;V
20,628751;10,599;0,004;V
20,629399;10,601;0,004;V
20,630036;10,613;0,004;V
20,630672;10,61;0,004;V
20,631309;10,604;0,004;V
20,631957;10,608;0,004;V
20,632605;10,599;0,004;V
20,633253;10,599;0,004;V
20,633902;10,605;0,004;V
20,63455;10,61;0,004;V
20,635198;10,593;0,004;V
20,635834;10,592;0,004;V
20,636471;10,595;0,004;V
20,637108;10,593;0,004;V
20,637744;10,601;0,004;V
20,638381;10,592;0,004;V
20,639017;10,589;0,004;V
20,639654;10,601;0,004;V
20,64029;10,599;0,004;V
20,640927;10,6;0,004;V
20,641564;10,608;0,004;V
20,642212;10,6;0,004;V
20,64286;10,609;0,004;V
20,643508;10,595;0,004;V
20,644156;10,602;0,004;V
20,644816;10,601;0,004;V
20,645476;10,584;0,004;V
20,646124;10,599;0,004;V
20,646772;10,596;0,004;V
20,64742;10,599;0,004;V
20,648057;10,601;0,004;V
20,648693;10,577;0,004;V
20,64933;10,58;0,004;V
20,649966;10,588;0,004;V
20,650603;10,599;0,004;V
20,651251;10,586;0,004;V
20,651899;10,589;0,004;V
20,652559;10,587;0,004;V
20,653207;10,576;0,004;V
20,653844;10,596;0,004;V
20,654492;10,592;0,004;V
20,65514;10,593;0,004;V
20,655788;10,595;0,004;V
20,656436;10,587;0,004;V
20,657073;10,594;0,004;V
20,657721;10,583;0,004;V
20,658369;10,584;0,004;V
20,659029;10,584;0,004;V
20,659665;10,581;0,005;V
20,660314;10,587;0,004;V
20,660962;10,59;0,004;V
20,66161;10,58;0,004;V
20,662258;10,587;0,004;V
20,662906;10,586;0,004;V
20,663554;10,581;0,004;V
20,664203;10,582;0,004;V
20,664851;10,569;0,004;V
20,66551;10,586;0,004;V
20,666159;10,574;0,004;V
20,666818;10,589;0,004;V
20,667466;10,583;0,004;V
20,668115;10,581;0,004;V
20,668763;10,578;0,004;V
20,669411;10,581;0,004;V
20,670059;10,585;0,004;V
20,670719;10,583;0,004;V
20,671367;10,58;0,005;V
20,672027;10,574;0,004;V
20,672686;10,576;0,004;V
20,673346;10,586;0,004;V
20,673994;10,579;0,004;V
20,674654;10,575;0,004;V
20,675302;10,585;0,005;V
20,67595;10,576;0,004;V
20,676598;10,573;0,004;V
20,677246;10,585;0,005;V
20,677895;10,597;0,005;V
20,678554;10,591;0,005;V
20,679203;10,591;0,005;V
20,679862;10,597;0,005;V
20,68051;10,578;0,005;V
20,68117;10,586;0,005;V
20,68183;10,589;0,004;V
20,68249;10,596;0,005;V
20,683138;10,567;0,005;V
20,683786;10,586;0,005;V
20,684446;10,57;0,005;V
20,685105;10,576;0,005;V
20,685765;10,574;0,005;V
20,686425;10,576;0,005;V
20,687084;10,576;0,005;V
20,687721;10,583;0,005;V
20,688369;10,566;0,005;V
20,689017;10,583;0,005;V
20,689677;10,597;0,005;V
20,690337;10,555;0,005;V
20,784223;10,402;0,003;V
20,785224;10,405;0,003;V
20,793245;10,406;0,003;V
20,794237;10,405;0,003;V
20,802175;10,409;0,002;V
20,803173;10,421;0,002;V
20,811058;10,423;0,002;V
20,812069;10,426;0,002;V
20,820138;10,417;0,002;V
20,821136;10,428;0,002;V
20,829074;10,422;0,002;V
20,830082;10,424;0,002;V
20,838711;10,431;0,002;V
20,839722;10,432;0,002;V
20,847686;10,438;0,002;V
20,848689;10,438;0,002;V
20,856644;10,43;0,002;V
20,857635;10,432;0,002;V
20,865616;10,41;0,002;V
20,866627;10,411;0,002;V
20,874579;10,403;0,002;V
20,875584;10,405;0,002;V
20,883618;10,402;0,002;V
20,884615;10,402;0,001;V
21,49279;10,703;0,005;V
21,493404;10,71;0,005;V
21,494017;10,705;0,005;V
21,494642;10,715;0,005;V
21,495267;10,709;0,004;V
21,495892;10,697;0,005;V
21,496517;10,704;0,005;V
21,497142;10,695;0,004;V
21,497756;10,69;0,004;V
21,498381;10,696;0,005;V
21,499006;10,703;0,005;V
21,499631;10,709;0,005;V
21,500256;10,717;0,005;V
21,500881;10,686;0,004;V
21,501494;10,713;0,004;V
21,502108;10,701;0,005;V
21,502733;10,69;0,004;V
21,503358;10,71;0,005;V
21,503983;10,697;0,005;V
21,504608;10,707;0,004;V
21,505233;10,716;0,005;V
21,505858;10,704;0,005;V
21,506483;10,691;0,005;V
21,507108;10,71;0,005;V
21,507733;10,699;0,004;V
21,508358;10,7;0,005;V
21,508983;10,705;0,004;V
21,509608;10,703;0,004;V
21,510233;10,708;0,004;V
21,510858;10,698;0,005;V
21,511483;10,704;0,005;V
21,512108;10,708;0,004;V
21,512733;10,699;0,005;V
21,513358;10,706;0,004;V
21,513983;10,698;0,004;V
21,514608;10,688;0,004;V
21,515233;10,706;0,004;V
21,515858;10,707;0,004;V
21,516483;10,701;0,004;V
21,517108;10,694;0,004;V
21,517733;10,714;0,005;V
21,518358;10,697;0,004;V
21,518983;10,698;0,005;V
21,519608;10,699;0,004;V
21,520233;10,699;0,004;V
21,520858;10,706;0,004;V
21,521471;10,7;0,005;V
21,522096;10,7;0,004;V
21,522721;10,706;0,004;V
21,523346;10,706;0,005;V
21,523959;10,7;0,004;V
21,524584;10,715;0,004;V
21,525209;10,711;0,004;V
21,525834;10,718;0,005;V
21,526471;10,715;0,004;V
21,527096;10,712;0,004;V
21,527721;10,711;0,004;V
21,528346;10,722;0,005;V
21,528959;10,723;0,005;V
21,529573;10,716;0,004;V
21,530186;10,731;0,004;V
21,530811;10,72;0,004;V
21,531448;10,72;0,004;V
21,532073;10,727;0,004;V
21,532698;10,746;0,005;V
21,533311;10,73;0,005;V
21,533925;10,733;0,005;V
21,534561;10,732;0,005;V
21,535186;10,734;0,005;V
21,535811;10,727;0,005;V
21,536425;10,744;0,005;V
21,537038;10,74;0,005;V
21,537663;10,745;0,005;V
21,538288;10,743;0,005;V
21,538925;10,739;0,005;V
21,539538;10,737;0,005;V
21,540152;10,75;0,005;V
21,540777;10,735;0,005;V
21,541402;10,74;0,005;V
21,542038;10,743;0,005;V
21,542652;10,733;0,005;V
21,543277;10,745;0,005;V
21,543913;10,751;0,005;V
21,56999;10,773;0,005;V
21,570626;10,768;0,005;V
21,571251;10,768;0,005;V
21,571888;10,781;0,005;V
21,572513;10,771;0,005;V
21,573149;10,767;0,005;V
21,573774;10,764;0,004;V
21,574399;10,76;0,005;V
21,575024;10,779;0,005;V
21,575649;10,752;0,004;V
21,576286;10,755;0,005;V
21,576899;10,764;0,005;V
21,577536;10,773;0,005;V
21,578172;10,767;0,005;V
21,578809;10,772;0,005;V
21,579446;10,765;0,005;V
21,580082;10,77;0,004;V
21,580719;10,763;0,004;V
21,581355;10,776;0,004;V
21,581992;10,771;0,004;V
21,582628;10,778;0,005;V
21,583265;10,774;0,004;V
21,583902;10,757;0,004;V
21,584538;10,771;0,005;V
21,585175;10,774;0,005;V
21,585811;10,765;0,005;V
21,586448;10,787;0,005;V
21,587073;10,775;0,005;V
21,587698;10,768;0,005;V
